review,sentiment
"im big fan Boll ' work many are. enjoyed movie Postal ( maybe im one ) . Boll apparently bought rights use Far Cry long ago even game even finsished. <br / ><br / >People enjoyed killing mercs infiltrating secret research labs located tropical island warned , Far Cry ... something Mr Boll schemed together along legion schmucks .. Feeling loneley set Mr Boll invites three countrymen play with. players go names Til Schweiger , Udo Kier Ralf Moeller.<br / ><br / >Three names actually made selfs pretty big movie biz. tale goes like , Jack Carver played Til Schweiger ( yes Carver German hail bratwurst eating dudes ! ! ) However find Tils acting movie pretty badass .. People complained ' really staying true whole Carver agenda saw carver first person perspective ' really know looked like kicking a** .. <br / ><br / >However , storyline film beyond demented. see evil mad scientist Dr. Krieger played Udo Kier , making Genetically-Mutated-soldiers GMS called. Performing top-secret research island reminds "" SPOILER "" Vancouver reason. Thats right palm trees here. Instead got nice rich lumberjack-woods. ' even gone FAR started CRY ( mehehe ) cannot go .. wanna stay true Bolls shenanigans go see movie disappointed delivers true Boll experience , meaning suck.<br / ><br / >There things worth mentioning would imply Boll good work areas film nice boat fighting scenes. whole cromed/albino GMS squad enters scene everything makes laugh .. movie Far Cry reeks scheisse ( ' poop simpletons ) fa , r wanna take wiff go ahead .. BTW Carver gets annoying sidekick makes wanna shoot first three minutes ' screen .",negative
"cast played Shakespeare.<br / ><br / >Shakespeare lost.<br / ><br / >I appreciate trying bring Shakespeare masses , ruin something good.<br / ><br / >Is ' Scottish Play ' favorite Shakespeare ? know. know certain Rev Bowdler ( hence bowdlerization ) tried something similar Victorian era.<br / ><br / >In words , cannot improve perfection.<br / ><br / >I write write least ten lines text ( English composition never forte keep going say movie , saying goes , cut .",negative
fantastic movie three prisoners become famous. One actors george clooney ' fan roll bad. Another good thing movie soundtrack ( man constant sorrow ) . recommand movie everybody. Greetings Bart,positive
"Kind drawn erotic scenes , realize one amateurish unbelievable bits film ' ever seen. Sort like high school film project. Rosanna Arquette thinking? ? stock characters bizarre supposed Midwest town ? Pretty hard get involved one. lessons learned , brilliant insights , stilted quite ridiculous ( lots skin , intrigues ) videotaped nonsense .... bisexual relationship , nowhere , heterosexual encounters. absurd dance , everybody playing stereotyped roles ? Give one pass , ' like million miles bad , wasted film , money could spent starving children Aids Africa .....",negative
"films simply remade. one them. bad film. fails capture flavor terror 1963 film title. Liam Neeson excellent always , cast holds , exception Owen Wilson , bring right feel character Luke. major fault version strayed far Shirley Jackson story ' attempts grandiose lost thrill earlier film trade snazzier special effects. say bad film. enjoy friction terror older version much .",positive
"movie made one top 10 awful movies. Horrible. <br / ><br / >There ' continuous minute ' fight one monster another. chance character development , busy running one sword fight another. emotional attachment ( except big bad machine wanted destroy ) <br / ><br / >Scenes blatantly stolen movies , LOTR , Star Wars Matrix. <br / ><br / >Examples<br / ><br / >>The ghost scene end stolen final scene old Star Wars Yoda , Obee One Vader. <br / ><br / >>The spider machine beginning exactly like Frodo attacked spider Return Kings. ( Elijah Wood victim films ) wait ...... hypnotizes ( stings ) victim wraps ..... uh hello????<br / ><br / >>And whole machine vs. humans theme Matrix .. Terminator ..... <br / ><br / >There examples waste time ? someone tell Nazi ' ? ! ? ! Nazi ' s??? ? <br / ><br / >There juvenile story line rushed juvenile conclusion. movie could decide children ' movie adult movie ' much either. <br / ><br / >Just awful. real disappointment say least. Save money .",negative
"remember film , first film watched cinema picture dark places nervous back 74/75 Dad took brother &amp; sister Newbury cinema Newbury Berkshire England. recall tigers lots snow film also appearance Grizzly Adams actor Dan Haggery think one tigers gets shot dies. anyone knows find DVD etc please let know.The cinema turned fitness club big shame nearest cinema 20 miles away , would love hear others seen film like .",positive
"awful film ! must real stinkers nominated Golden Globe. ' taken story first famous female Renaissance painter mangled beyond recognition. complaint ' taken liberties facts ; story good , would perfectly fine. ' simply bizarre -- accounts true story artist would made far better film , come dishwater-dull script ? suppose ' enough naked people factual version. ' hurriedly capped end summary artist ' life -- could saved couple hours ' favored rest film brevity .",negative
"success Die Hard ' sequels ' surprise really 1990s , glut ' Die Hard ..... ' movies cashed wrong guy , wrong place , wrong time concept. Cliffhanger , Die Hard mountain time rescue Sly ' Stop Mom Shoot ' Stallone ' career.<br / ><br / >Cliffhanger one big nit-pickers dream , especially expert mountain climbing , base-jumping , aviation , facial expressions , acting skills. ' full excuses dismiss film one overblown pile junk. Stallone even managed get out-acted horse ! However , forget nonsense , ' actually lovable undeniably entertaining romp delivers plenty thrills , unintentionally , plenty laughs.<br / ><br / >You ' got love John Lithgows sneery evilness , tick every box band baddies , best , permanently harassed hapless ' turncoat ' agent , Rex Linn Travers.<br / ><br / >He may Henry ' Portrait Serial Killer ' Michael Rooker noteworthy cringe-worthy performance Hal , insists constantly shrieking painful disbelief captors ' man never hurt anybody ' whilst surely ' , really look like Ralph Waite ' Frank character grinning girl plummets death.<br / ><br / >Mention must go former ' London ' Burning ' actor Craig Fairbrass Brit bad guy , comes cropper whilst using Hal Human Football , yes , ' help enjoy bit , Hal needed good kicking.<br / ><br / >So forget better judgement , cares ' could never happen ' , lower acting expectations , turn volume enjoy ! ' looking Qaulen , ' one wearing helicopter .",positive
"terrible misfortune view "" b-movie "" ' entirety.<br / ><br / >All say --- save time money ! ! ! got worst b-movie time , ' even called b-movie , like f-movie ! fails aspects make good movie : story interesting , actors paper-thin believable , bad direction action sequences fake ' almost funny ....... almost.<br / ><br / >The movie packed full crappy one-liners respectable person could find amusing least little bit.<br / ><br / >This movie supposed geared towards men , women utterly unattractive , especially old wrinkled thing comes towards end. try appear sexy weird , horrible costumes fail miserably ! ! ! <br / ><br / >Even ridiculous b-movies still give laughs , painful watch ! !",negative
"absolutely stunning movie , 2.5 hrs kill , watch , ' regret , ' much fun ! Rajnikanth carries movie shoulders although ' anything , still liked it. music A.R.Rehman takes time grow heard times , really start liking .",positive
"First , let ' get things straight : ) anime fan- always matter fact ( used watch Speed Racer time Preschool ) . b ) like several B-Movies ' hilarious. c ) like Godzilla movies- lot.<br / ><br / >Moving , movie first comes , seems like ' going usual B-movie , crappy FX , sudden- BOOM ! anime comes ! movie goes WWWAAAAAYYYYY downhill.<br / ><br / >The animation bad &amp; cheap , even worse remember SPEED RACER , crissakes ! fact , ' cheap , one scenes movie "" vividly "" remember bunch kids run school ... &amp; ' kids &amp; ! FX terrible , ; dinosaurs look worse Godzilla. addition , transition live action animation unorganized , dialogue &amp; voices( especially English dub viewed ) horrid &amp; begging dad take tape DVD/ VHS player ; thing kept surviving cracking jokes &amp; comments like robots &amp; Joel/Mike MST3K ( pick season ) . Honestly , way barely enjoy movie &amp; survive time.<br / ><br / >Heck , ' planning show another fellow otaku pal mine Halloween B-Movie night. ' stupid , pretty painful watch &amp; unintentionally hilarious time , ' giving movie 3/10 , improvement 0.5/10 originally going give it.<br / ><br / >( According grading scale : 3/10 means Pretty much boring &amp; bad. fun counting three unless find way make fun , become fun counting 15. )",negative
worst movie saw WorldFest also received least amount applause afterwards ! think receiving recognition based amount known actors film. ' great see J.Beals ' movie minutes. M.Parker much better actress part allowed for. rest acting hard judge movie ridiculous predictable. main character totally unsympathetic therefore bore watch. real emotional depth story. movie revolving actor ' get work ' feel original me. development cop. feels like one many straight-to-video movies saw back 90s ... even good one standards.<br / ><br / >,negative
"Karen Carpenter Story shows little singer Karen Carpenter ' complex life. Though fails giving accurate facts , details.<br / ><br / >Cynthia Gibb ( portrays Karen ) fine election. good actress , plays naive sort dumb Karen Carpenter. think role needed stronger character. Someone stronger personality.<br / ><br / >Louise Fletcher role Agnes Carpenter terrific , great job Karen ' mother.<br / ><br / >It great songs , could included soundtrack album. Unfortunately ' , though movie top ratings USA several countries",positive
""" Cell "" exotic masterpiece , dizzying trip vast mind serial killer , also one talented director. conclusive evidence achieved human beings unleash uninhibited imaginations. boldness work , pushing aside thoughts fall formulas cliches creating something truly magnificent. best movie year date.<br / ><br / >I ' read numerous complaints film , anywhere style substance poorly cast characters bad acting. negatively criticize film miss point. movie may landmark , tradition future movies hopefully follow. "" Cell "" opened door another world imagination. slam door face tell director Tarsem Singh ' want ? Personally , would welcome another movie Tarsem , would love see someone try challenge him.<br / ><br / >We ' heard talk going inside mind serial killer , yes , agree "" genre "" bit overworked. 90s full movies trying depict makes serial killers tick ; worked , failed. "" Cell "" blaze trail , given new twist , physically transported mind presented nothing less fascinating journey mysterious subject matter ever studied.<br / ><br / >I like movie bog us much scientific jargon trying explain Jennifer Lopez actually gets enter brain another. Instead , lies laboratory table wrapped looks like really long Twizzlers jaunted another entity. "" Cell "" wants let "" see "" ' "" "" ' , guess ' people ' like. True , like explanations movies , movie ventures onto new ground must let desires simply take in.<br / ><br / >I noticed film dark showed reality , maybe contrast bright visuals inside brain another. Nonetheless , set design simply astonishing. ' surprised film took home Oscars cinematography , best costumes , best director like. ' least get nominated best picture.<br / ><br / >I ' noticed ' kind repeating myself. ' nothing else say , ' stress enough fantastic thought "" Cell "" was. walk movie open mind taken wonders eye-popping feast assured good time. guess film little much people , writing "" weird "" "" crazy "" . much psychology imagination human mind , right alley. Leaving theater , heard one audience member say "" Whoever made movie sure lot good drugs. "" , want smoking.<br / ><br / >**** ( 4 )",positive
"film tried many things : stinging political satire , Hollywood blockbuster , sappy romantic comedy , family values promo ... list goes on. failed miserably , enough interest keep turning end.<br / ><br / >Although appreciate spirit behind WAR , INC. , depresses see clumsy effort , especially taken targets reflect lack existence serious critique , rather simply poor writing , direction , production particular film.<br / ><br / >There critique made corporatization war. poking fun way diminishes true atrocity happening. Reminds bit THREE KINGS , similarly trivializes genuine cause concern .",negative
"movie frustrating. Everything seemed energetic totally prepared good time. least thought ' able stand it. , wrong. First , weird looping ? like watching "" America ' Funniest Home Videos "" . damn parents. hated much. stereo-typical Latino family ? need speak person responsible this. need talk. little girl always hanging someone ? hated mention it. , final scene transcends , must say. ' gloriously bad full badness movie own. crappy dancing. Horrible beautiful .",negative
"' War movie ' Hollywood genre done redone many times clichéd dialogue , rehashed plot over-the-top action sequences seem unavoidable conflict dealing large-scale combat. , however , war movie comes along goes grain brings truly original compelling story life silver screen. Civil War-era "" Cold Mountain , "" starring Jude Law , Nicole Kidman Renée Zellweger film.<br / ><br / >Then , calling Cold Mountain "" war movie entirely accurate. True enough , film opens ( quite literally ) quick-and-dirty battle sequence puts "" Glory "" director Edward Zwick shame. However , "" Cold Mountain "" much Civil War period people times. story centers around disgruntled Confederate soldier Inman , played Jude Law , becomes disgusted gruesome war homesick beautiful hamlet Cold Mountain , North Carolina equally beautiful southern belle left behind , Ada Monroe , played Nicole Kidman. first glance , setup appears formulaic romantic interest back home gives audience enough sympathy root reluctant soldier ' tribulations battlefield. Indeed , earlier segments film relatively unimpressive even somewhat contrived.<br / ><br / > "" Cold Mountain "" soon takes drastic turn , though , intrepid hero Inman turns deserter ( incidentally saving audience potentially confusing scenario wanting root Confederates ) begins long odyssey homeward. Meanwhile , back farm , Ada ' cultured ways prove little use fields ; soon transformed something wilderbeast. Coming Ada ' rescue course , tough-as-nails Ruby Thewes , played Renée Zellweger , helps Ada put farm back together , perhaps importantly , cope loneliness isolation war seems brought upon Ada.<br / ><br / >Within two settings , vivid , compelling , times , disturbing portrait war-torn South unfolds. characters Inman Ada interact surprisingly complex , enhanced wonderful performances Brendan Gleeson Ruby ' deadbeat father , Ray Winstone unrepentant southern "" lawman , "" Natalie Portman deeply troubled isolated young mother. greatly affected changed "" war Northern aggression , "" mostly worse. dark , pervading anti-war message , accented effective , haunting score chillingly beautiful shots Virginia North Carolina , communicated audience much gruesome battle scenes scarred land traumatized people war fought. Though weapons tactics war changed much past century , ' hellish effect land timelessly relevant.<br / ><br / >Director Anthony Minghella manages maintain gloomy mood film , atmosphere unfortunately denigrated rather tepid climax little justice wonderfully formed characters. love story Inman Ada awkwardly tacked onto beginning end film , though inherently distant , abstracted even absurd nature relationship way fits dismal nature rest plot.<br / ><br / >Make mistake , "" Cold Mountain "" neither traits feel-good romance inspiring war drama. unique vision era sure entertain also truly absorb audience lives people torn apart war entirely desperate rid terrible repercussions altogether .",positive
"Taut organically gripping , Edward Dmytryk ' Crossfire distinctive suspense thriller , unlikely "" message "" movie using look devices noir cycle.<br / ><br / >Bivouacked Washington , DC , company soldiers cope restlessness hanging bars. Three end stranger ' apartment Robert Ryan , drunk belligerent , beats host ( Sam Levene ) death happens Jewish. Police detective Robert Young investigates help Robert Mitchum , ' assigned Ryan ' outfit. Suspicion falls second three ( George Cooper ) , vanished. Ryan slays third buddy ( Steve Brodie ) insure silence Young closes in.<br / ><br / >Abetted superior script John Paxton , Dmytryk draws precise performances three starring Bobs. Ryan , naturally , prototypical Angry White Male ( hilt ) , Mitchum underplays characteristic alert nonchalance ( role , however , central ) ; Young may never better. Gloria Grahame gives first fully-fledged rendition smart-mouthed , vulnerable tramp , , sad sack ' leeched life , Paul Kelly haunts us small , peripheral role makes memorable.<br / ><br / >The politically engaged Dmytryk perhaps inevitably succumbs sermonizing , ' pretty much confined Young ' reminiscence Irish grandfather died hands bigots century earlier ( thus , incidentally , stretching chronology limit ) . least ' attempt render explanation , however glib , Ryan hates Jews ( hillbillies ... ) .<br / ><br / >Curiously , Crossfire survives even major change wrought upon -- novel ' based ( Richard Brooks ' Brick Foxhole ) dealt gay-bashing murder. homosexuality 1947 still Beyond Pale. News Holocaust , however , begun emerge ashes Europe , Hollywood felt emboldened register protest anti-Semitism ( studios always quaked prospect offending potential ticket buyer ) .<br / ><br / >But change homophobia anti-Semitism works general , specifics ' fit smoothly. victim ' chatting lonesome , drunk young soldier inviting back home looks odd , even though ( especially since ) ' girlfriend tow. raises question whether scenario retained inadvertently left discreet tip-off original engine generating Ryan ' murderous rage .",positive
""" Ardh Satya "" one finest film ever made Indian Cinema. Directed great director Govind Nihalani , one successful Hard Hitting Parallel Cinema also turned Commercial Success. Even today , Ardh Satya inspiration leading directors India.<br / ><br / >The film tells Real-life Scenario Mumbai Police 70s. Unlike Police cities India , Mumbai Police encompasses Different system altogether. Govind Nihalani creates practical Outlay real life approach Mumbai Police Environment.<br / ><br / >Amongst various Police officers &amp; colleagues , film describes story Anand Velankar , young hot-blooded Cop coming poor family. father harsh Police Constable. Anand suffers father ' ideologies &amp; incidences father ' Atrocities mother. Anand ' approach towards immediate action crime , inert craving Job satisfaction. film revolved Plot wherein Anand ' constant efforts crime trampled seniors.This leads frustrations , cannot achieve desired Job-satisfaction. Resulting frustrations , anger expressed excessive violence remand rooms &amp; bars , also turning alcoholic.<br / ><br / >The Spirit within still alive , constantly fights system. aware system Metro , Police &amp; Politicians inertly associated far end. compromise towards unethical practice negative. Finally gets suspended.<br / ><br / >The Direction master piece &amp; thoroughly hard core. One best memorable scenes Anand breaks Underworld gangster Rama Shetty ' house arrest , followed short conversation fantastic. many scenes , film Hair-raising moments.<br / ><br / >The Practical approach Script major Punch. Alcoholism , Corruption , Political Influence , Courage , Deceptions integral part Mumbai police even today. aspects dealt brilliantly.<br / ><br / >Finally , films belongs One man show , Om Puri portraying Anand Velankar traversing emotions absolutely brilliantly .",positive
"first exposure Templarios &amp; good one. excited find title among offerings Anchor Bay Video , brought us cult classics "" Spider Baby "" . print quality excellent , alone ' hide fact film deadly dull. ' thrilling opening sequence villagers exact terrible revenge Templars ( &amp; set whole thing motion ) , everything else movie slow , ponderous & , ultimately , unfulfilling. Adding insult injury : movie dubbed , subtitled , promised video jacket .",negative
"One significant quotes entire film pronounced halfway protagonist , mafia middle-man Titta Di Girolamo , physically non-descript , middle-aged man originally Salerno Southern Italy. ' introduced start film , ' living non-life elegant sterile hotel Italian-speaking Canton Switzerland last ten years , conducting business gradually introduced to. pivotal yet apparently unremarkable scene takes place employees Swiss bank normally count Di Girolamo ' cash tell 10,000 dollars missing usual suitcase full tightly stacked banknotes. news , quietly icily threatens coaxing bank manager wanting close account. Meanwhile tells us , spectators , bluff , bluff right end without fear caught appearing ridiculous. says : ' bluff halfway , tell truth. eventually done - bluffed halfway told truth , accepted consequences life ultimately , love - exactly reason behind beginning Titta Di Girolamo ' troubles. <br / ><br / >This initially unsympathetic character , scowling , taciturn , curt man verge 50 , man ' even reply kind chambermaids waitresses say hello goodbye , becomes one point someone spectator cares deeply about. one point non-life , Titta decides feel concern appearing "" ridiculous "" . first half film may described "" slow "" some. indeed reveal Di Girolamo ' days nights hotel oddly disjoined , deliberate pace , revealing seemingly mundane irrelevant details. However , scenes may seemed unnecessary reveal essential masterfully constructed innovative film unfolds eyes. existence Titta Di Girolamo - man imagination , identity life , unsympathetic character unexpectedly end loving feeling least thought would - also conveyed elegantly edited sequences interesting use music ( one theme Scottish band Boards Canada especially stood ) . <br / ><br / >Never contrast way Hollywood Italy treat mobsters odds since release films Le Conseguenze dell ' Amore L ' Imbalsamatore. Another interesting element way film made use protagonist ' insomnia. unlike Machinist ( far explicit way , Al Pacino film Insomnia ) , Le Conseguenze dell ' Amore uses condition symbolise deeper emotional malaise ' rammed deep obscurity unconscious , ' almost impossible pin-point cause ( indeed one ) . <br / ><br / >The young sympathetic hotel waitress Sofia ( played Olivia Magnani , grand-daughter legendary Anna ) memory Titta ' best friend , man ' seen 20 years , unexpectedly provide tiny window onto life Titta eventually ( though tentatively first ) accepts look again. Though ' never explicitly spelt , spectator KNOWS man like Titta , accepting Consequences Love unimaginable consequences. film without single scene sex violence , film unfolds time concedes nothing spectator ' expectations , Le Conseguenze dell ' Amore fine representative small , quiet , discreet Renaissance taking place Italian cinema since decline Cinecittà second half 70s. world waiting Italy produce Il Postino-like fare , La Vita è Bella-style films ... neglecting explore fine creations like Le Conseguenze dell ' Amore , L ' Imbalsamatore others. loss , world .",positive
"watched film really expecting much , got pack 5 films , pretty terrible way fiver could expect ? know right , terrible , movie ( stretching ) interesting points , occasional camcorder view nice touch , drummer like drummer , i.e damned annoying , well thats actually , problem boring , assume attempt build tension , whole lot nothing happens utterly tedious ( thumb fast forward button , ready press movie , gave go ) seriously lead singer band great looking , coz ' half mention beautiful hell lot , thought looked bit like meercat , ' even mentioned killer , ' even gonna go , worth explaining. Anyway far ' concerned Star London reason watch exception London ( actually quite funny ) ' acting talent , ' certainly seen lot worse , ' also seen lot better. Best avoid unless bored watching paint dry .",negative
"bought film Blockbuster $ 3.00 , sounded interesting ( bit Ranma-esque , idea someone dragging around skeleton ) , cute girl mini-skirt back , Restricted Viewing sticker it. thought going sweet least sincere coming age story weird indie edge. 100 % wrong.<br / ><br / >Having watched , wonder got restricted sticker , since hardly foul language , little violence , closest thing nudity ( Honestly ! ' usually go around hoping ! ) girl nightgown see panties ( see panties lot movie , matter , ' wearing miniskirt sort ) . Even anti-religious humor tame ( lame , caricatured , insincere , derivative , unoriginal , worst funny slightest -- would better listen Ray Stevens ' "" Would Jesus Wear Rolex Television Show "" ) . would barely qualify PG-13 ( Rated ) , Blockbuster refuses let anyone age 17 rent -- pornographic. little kid could go rent edited version Requiem Dream , insist Zack Reba worse.<br / ><br / >It , way.<br / ><br / >In way , worries -- thing left could offend people idea suicide beginning. anybody needs see movies honestly portrayed suicides ( one , better ones like Virgin Suicides ) , ' teenagers. movies rated R purely suicide aspect , little chance turning story ' writing PG-13 movie ( main characters eleven half twelve ) . Suicide one top three leading causes death teenagers ( think ' number 2 ) , chances teens affected it.<br / ><br / >Just say movie , though. 2/10 .",negative
"plot death little children. Hopper one investigate killings. movie appears troubles daughter. end serial killer get caught. ' it. find dunnit , see terrible acting actors. unbelievable bad actors , including Hopper. could go like much waste time. ' watch movie. ' warned .",negative
"Ever watched movie lost plot ? Well , ' even really one begin with.<br / ><br / >Where begin ? achingly tedious scenes heroine sitting around house actually sense menace even foreboding created even apparently constant thunderstorms ( strangely never actually heard house-great double glazing ) ? house apparently miles town yet several hours walk away( ? ) third girl serves purpose plot except provide surprisingly quick gory murder tedium becomes unbearable ? even beginning suggests spate 20+ killings throughout area even though apparent killer never ventures far house ? bizarre ritual salt &amp; pepper pretty much sums films inherent lack direction.<br / ><br / >Add lead actress ' act least willing completely irrelevant nude shower scenes video truly nasty , way hope.<br / ><br / >Given following simply banned UK 80 ' ( mostly final surprisingly extended murder ) offers nothing curiosity value- one classic ' daft ' murder ( ' worry-its telegraphed least ten minutes ) .<br / ><br / >After walk woods victim comes rather steep upward slope obviously struggle up. Halfway see figure top dressed black brandishing large scythe. ? Slide run like rest us ? , course not- struggle top stand conveniently nice upright front murder weapon.<br / ><br / >It really movie say ..",negative
"Okay , series kind takes route ' go ! ' Week , week David Morse ' character helps ride bit pickle - ' wrong ! ? David Morse one greatest character actors , certainly coolest , series created David Koepp - great writer - heaven ! ! <br / ><br / >Due lack love show many , ' see going season series - never know ? amount rubbish made beyond baffles - let ' hope something good make past first series ! ! !",positive
"sitting pile dung , husband wondered whether actually product experiment see whether computer program could produce movie. listless formulaic. U.S. propaganda thrown face throughout film proves -- disappointingly -- ' work humans. Call conspiracy theorist , quotes like , "" steal Declaration Independence protect "" seem like ways justify actions like invasion Iraq , etc. fact Nicholas Cage spews lines like , "" would never use Declaration Independence bargaining chip "" straight face made husband wonder whether entire cast took Valium shooting scene. "" reasoning "" behind plot turn new "" clue "" truly ridiculous impossible follow. ' also bonus side plot misogyny , Dr. Whatever-Her-Name-Was chided involved "" never shutting up. "" ' clearly movie looks , felt need slap "" Dr. "" title character give gravity. one point , Cage ' character says , "" ' ever shut ? "" camera pans looking poutily hands , like ' child. Truly grotesque. benefit movie ' astonishingly bad , get laughs it. really scary thing majority people watching movie us seemed enjoy it. Creepy ....",negative
"clichés movies type substance. plot went nowhere end movie felt like sucker watching it. production good ; however , script acting B-movie quality. casting poor good actors mixed crumby actors. good actors ' hold lift others. <br / ><br / >This movie worthy words , say meet minimum requirement ten lines. James Wood Cuba Gooding , Jr. play caricatures movies. <br / ><br / >If looking mindless entertainment , still ' recommend movie .",negative
"movie based book , "" Many Splendored Thing "" Han Suyin tackles issues race relations Asians Whites , topic comes Han ' personal experiences Eurasian growing China. background , beautiful Hong Kong settings , gives love story unique rather daring atmosphere time.<br / ><br / >Other , story stereotypical romance memorable song perhaps remembered movie itself. beautiful Jennifer Jones looks part gives wonderful , Oscar nominated performance doctor mixed breed advent Communism mainland China. William Holden never looked better playing romantic lead journalist covering war torn regions world. acting top notch , chemistry two lovers provides genuine moments silver screen affection sure melt hearts romantically inclined.<br / ><br / >The cinematography really brings fifty ' Hong Kong , especially hilltop overlooking harbor two lovers spend intimate moments. ending real tear-jerker. may consider sentimental romances passé , , enjoy classic Hollywood love stories , shining example .",positive
