review,sentiment
"Phil Alien one quirky film humour based around oddness everything rather actual punchlines.<br / ><br / >At first odd pretty funny movie progressed ' find joke oddness funny anymore.<br / ><br / >Its low budget film ( thats never problem ) , pretty interesting character , eventually lost interest.<br / ><br / >I imagine film would appeal stoner currently partaking.<br / ><br / >For something similar better try "" Brother another planet """,negative
"saw movie 12 came out. recall scariest scene big bird eating men dangling helplessly parachute right air. horror. horror.<br / ><br / >As young kid going cheesy B film Saturday afternoon , still tired formula monster type movie usually included hero , beautiful woman might daughter professor happy resolution monster died end. ' care much romantic angle 12 year old predictable plots. love unintentional humor.<br / ><br / >But , year later , saw Psycho came loved star , Janet Leigh , bumped early film. sat took notice point. Since screenwriter making story , make scary possible well-worn formula. rule .",negative
"im big fan Boll ' work many are. enjoyed movie Postal ( maybe im one ) . Boll apparently bought right use Far Cry long ago even game even finsished. <br / ><br / >People enjoyed killing mercs infiltrating secret research lab located tropical island warned , Far Cry ... something Mr Boll schemed together along legion schmuck .. Feeling loneley set Mr Boll invite three countryman play with. player go name Til Schweiger , Udo Kier Ralf Moeller.<br / ><br / >Three name actually made self pretty big movie biz. tale go like , Jack Carver played Til Schweiger ( yes Carver German hail bratwurst eating dude ! ! ) However find Tils acting movie pretty badass .. People complained ' really staying true whole Carver agenda saw carver first person perspective ' really know looked like kicking a** .. <br / ><br / >However , storyline film beyond demented. see evil mad scientist Dr. Krieger played Udo Kier , making Genetically-Mutated-soldiers GMS called. Performing top-secret research island reminds "" SPOILER "" Vancouver reason. Thats right palm tree here. Instead got nice rich lumberjack-woods. ' even gone FAR started CRY ( mehehe ) cannot go .. wanna stay true Bolls shenanigan go see movie disappointed delivers true Boll experience , meaning suck.<br / ><br / >There thing worth mentioning would imply Boll good work area film nice boat fighting scenes. whole cromed/albino GMS squad enters scene everything make laugh .. movie Far Cry reek scheisse ( ' poop simpleton ) fa , r wanna take wiff go ahead .. BTW Carver get annoying sidekick make wanna shoot first three minute ' screen .",negative
"cast played Shakespeare.<br / ><br / >Shakespeare lost.<br / ><br / >I appreciate trying bring Shakespeare mass , ruin something good.<br / ><br / >Is ' Scottish Play ' favorite Shakespeare ? know. know certain Rev Bowdler ( hence bowdlerization ) tried something similar Victorian era.<br / ><br / >In word , cannot improve perfection.<br / ><br / >I write write least ten line text ( English composition never forte keep going say movie , saying go , cut .",negative
fantastic movie three prisoner become famous. One actor george clooney ' fan roll bad. Another good thing movie soundtrack ( man constant sorrow ) . recommand movie everybody. Greetings Bart,positive
"Kind drawn erotic scene , realize one amateurish unbelievable bit film ' ever seen. Sort like high school film project. Rosanna Arquette thinking? ? stock character bizarre supposed Midwest town ? Pretty hard get involved one. lesson learned , brilliant insight , stilted quite ridiculous ( lot skin , intrigue ) videotaped nonsense .... bisexual relationship , nowhere , heterosexual encounters. absurd dance , everybody playing stereotyped role ? Give one pas , ' like million mile bad , wasted film , money could spent starving child Aids Africa .....",negative
"film simply remade. one them. bad film. fails capture flavor terror 1963 film title. Liam Neeson excellent always , cast hold , exception Owen Wilson , bring right feel character Luke. major fault version strayed far Shirley Jackson story ' attempt grandiose lost thrill earlier film trade snazzier special effects. say bad film. enjoy friction terror older version much .",positive
"movie made one top 10 awful movies. Horrible. <br / ><br / >There ' continuous minute ' fight one monster another. chance character development , busy running one sword fight another. emotional attachment ( except big bad machine wanted destroy ) <br / ><br / >Scenes blatantly stolen movie , LOTR , Star Wars Matrix. <br / ><br / >Examples<br / ><br / >>The ghost scene end stolen final scene old Star Wars Yoda , Obee One Vader. <br / ><br / >>The spider machine beginning exactly like Frodo attacked spider Return Kings. ( Elijah Wood victim film ) wait ...... hypnotizes ( sting ) victim wrap ..... uh hello????<br / ><br / >>And whole machine vs. human theme Matrix .. Terminator ..... <br / ><br / >There example waste time ? someone tell Nazi ' ? ! ? ! Nazi ' s??? ? <br / ><br / >There juvenile story line rushed juvenile conclusion. movie could decide child ' movie adult movie ' much either. <br / ><br / >Just awful. real disappointment say least. Save money .",negative
"remember film , first film watched cinema picture dark place nervous back 74/75 Dad took brother &amp; sister Newbury cinema Newbury Berkshire England. recall tiger lot snow film also appearance Grizzly Adams actor Dan Haggery think one tiger get shot dies. anyone know find DVD etc please let know.The cinema turned fitness club big shame nearest cinema 20 mile away , would love hear others seen film like .",positive
"awful film ! must real stinker nominated Golden Globe. ' taken story first famous female Renaissance painter mangled beyond recognition. complaint ' taken liberty fact ; story good , would perfectly fine. ' simply bizarre -- account true story artist would made far better film , come dishwater-dull script ? suppose ' enough naked people factual version. ' hurriedly capped end summary artist ' life -- could saved couple hour ' favored rest film brevity .",negative
"success Die Hard ' sequel ' surprise really 1990s , glut ' Die Hard ..... ' movie cashed wrong guy , wrong place , wrong time concept. Cliffhanger , Die Hard mountain time rescue Sly ' Stop Mom Shoot ' Stallone ' career.<br / ><br / >Cliffhanger one big nit-pickers dream , especially expert mountain climbing , base-jumping , aviation , facial expression , acting skills. ' full excuse dismiss film one overblown pile junk. Stallone even managed get out-acted horse ! However , forget nonsense , ' actually lovable undeniably entertaining romp delivers plenty thrill , unintentionally , plenty laughs.<br / ><br / >You ' got love John Lithgows sneery evilness , tick every box band baddie , best , permanently harassed hapless ' turncoat ' agent , Rex Linn Travers.<br / ><br / >He may Henry ' Portrait Serial Killer ' Michael Rooker noteworthy cringe-worthy performance Hal , insists constantly shrieking painful disbelief captor ' man never hurt anybody ' whilst surely ' , really look like Ralph Waite ' Frank character grinning girl plummet death.<br / ><br / >Mention must go former ' London ' Burning ' actor Craig Fairbrass Brit bad guy , come cropper whilst using Hal Human Football , yes , ' help enjoy bit , Hal needed good kicking.<br / ><br / >So forget better judgement , care ' could never happen ' , lower acting expectation , turn volume enjoy ! ' looking Qaulen , ' one wearing helicopter .",positive
"terrible misfortune view "" b-movie "" ' entirety.<br / ><br / >All say --- save time money ! ! ! got worst b-movie time , ' even called b-movie , like f-movie ! fails aspect make good movie : story interesting , actor paper-thin believable , bad direction action sequence fake ' almost funny ....... almost.<br / ><br / >The movie packed full crappy one-liner respectable person could find amusing least little bit.<br / ><br / >This movie supposed geared towards men , woman utterly unattractive , especially old wrinkled thing come towards end. try appear sexy weird , horrible costume fail miserably ! ! ! <br / ><br / >Even ridiculous b-movies still give laugh , painful watch ! !",negative
"absolutely stunning movie , 2.5 hr kill , watch , ' regret , ' much fun ! Rajnikanth carry movie shoulder although ' anything , still liked it. music A.R.Rehman take time grow heard time , really start liking .",positive
"First , let ' get thing straight : ) anime fan- always matter fact ( used watch Speed Racer time Preschool ) . b ) like several B-Movies ' hilarious. c ) like Godzilla movies- lot.<br / ><br / >Moving , movie first come , seems like ' going usual B-movie , crappy FX , sudden- BOOM ! anime come ! movie go WWWAAAAAYYYYY downhill.<br / ><br / >The animation bad &amp; cheap , even worse remember SPEED RACER , crissakes ! fact , ' cheap , one scene movie "" vividly "" remember bunch kid run school ... &amp; ' kid &amp; ! FX terrible , ; dinosaur look worse Godzilla. addition , transition live action animation unorganized , dialogue &amp; voices( especially English dub viewed ) horrid &amp; begging dad take tape DVD/ VHS player ; thing kept surviving cracking joke &amp; comment like robot &amp; Joel/Mike MST3K ( pick season ) . Honestly , way barely enjoy movie &amp; survive time.<br / ><br / >Heck , ' planning show another fellow otaku pal mine Halloween B-Movie night. ' stupid , pretty painful watch &amp; unintentionally hilarious time , ' giving movie 3/10 , improvement 0.5/10 originally going give it.<br / ><br / >( According grading scale : 3/10 mean Pretty much boring &amp; bad. fun counting three unless find way make fun , become fun counting 15. )",negative
worst movie saw WorldFest also received least amount applause afterwards ! think receiving recognition based amount known actor film. ' great see J.Beals ' movie minutes. M.Parker much better actress part allowed for. rest acting hard judge movie ridiculous predictable. main character totally unsympathetic therefore bore watch. real emotional depth story. movie revolving actor ' get work ' feel original me. development cop. feel like one many straight-to-video movie saw back 90 ... even good one standards.<br / ><br / >,negative
"Karen Carpenter Story show little singer Karen Carpenter ' complex life. Though fails giving accurate fact , details.<br / ><br / >Cynthia Gibb ( portrays Karen ) fine election. good actress , play naive sort dumb Karen Carpenter. think role needed stronger character. Someone stronger personality.<br / ><br / >Louise Fletcher role Agnes Carpenter terrific , great job Karen ' mother.<br / ><br / >It great song , could included soundtrack album. Unfortunately ' , though movie top rating USA several country",positive
""" Cell "" exotic masterpiece , dizzying trip vast mind serial killer , also one talented director. conclusive evidence achieved human being unleash uninhibited imaginations. boldness work , pushing aside thought fall formula cliche creating something truly magnificent. best movie year date.<br / ><br / >I ' read numerous complaint film , anywhere style substance poorly cast character bad acting. negatively criticize film miss point. movie may landmark , tradition future movie hopefully follow. "" Cell "" opened door another world imagination. slam door face tell director Tarsem Singh ' want ? Personally , would welcome another movie Tarsem , would love see someone try challenge him.<br / ><br / >We ' heard talk going inside mind serial killer , yes , agree "" genre "" bit overworked. 90 full movie trying depict make serial killer tick ; worked , failed. "" Cell "" blaze trail , given new twist , physically transported mind presented nothing le fascinating journey mysterious subject matter ever studied.<br / ><br / >I like movie bog u much scientific jargon trying explain Jennifer Lopez actually get enter brain another. Instead , lie laboratory table wrapped look like really long Twizzlers jaunted another entity. "" Cell "" want let "" see "" ' "" "" ' , guess ' people ' like. True , like explanation movie , movie venture onto new ground must let desire simply take in.<br / ><br / >I noticed film dark showed reality , maybe contrast bright visuals inside brain another. Nonetheless , set design simply astonishing. ' surprised film took home Oscars cinematography , best costume , best director like. ' least get nominated best picture.<br / ><br / >I ' noticed ' kind repeating myself. ' nothing else say , ' stress enough fantastic thought "" Cell "" was. walk movie open mind taken wonder eye-popping feast assured good time. guess film little much people , writing "" weird "" "" crazy "" . much psychology imagination human mind , right alley. Leaving theater , heard one audience member say "" Whoever made movie sure lot good drugs. "" , want smoking.<br / ><br / >**** ( 4 )",positive
"film tried many thing : stinging political satire , Hollywood blockbuster , sappy romantic comedy , family value promo ... list go on. failed miserably , enough interest keep turning end.<br / ><br / >Although appreciate spirit behind WAR , INC. , depresses see clumsy effort , especially taken target reflect lack existence serious critique , rather simply poor writing , direction , production particular film.<br / ><br / >There critique made corporatization war. poking fun way diminishes true atrocity happening. Reminds bit THREE KINGS , similarly trivializes genuine cause concern .",negative
"movie frustrating. Everything seemed energetic totally prepared good time. least thought ' able stand it. , wrong. First , weird looping ? like watching "" America ' Funniest Home Videos "" . damn parents. hated much. stereo-typical Latino family ? need speak person responsible this. need talk. little girl always hanging someone ? hated mention it. , final scene transcends , must say. ' gloriously bad full badness movie own. crappy dancing. Horrible beautiful .",negative
"' War movie ' Hollywood genre done redone many time clichéd dialogue , rehashed plot over-the-top action sequence seem unavoidable conflict dealing large-scale combat. , however , war movie come along go grain brings truly original compelling story life silver screen. Civil War-era "" Cold Mountain , "" starring Jude Law , Nicole Kidman Renée Zellweger film.<br / ><br / >Then , calling Cold Mountain "" war movie entirely accurate. True enough , film open ( quite literally ) quick-and-dirty battle sequence put "" Glory "" director Edward Zwick shame. However , "" Cold Mountain "" much Civil War period people times. story center around disgruntled Confederate soldier Inman , played Jude Law , becomes disgusted gruesome war homesick beautiful hamlet Cold Mountain , North Carolina equally beautiful southern belle left behind , Ada Monroe , played Nicole Kidman. first glance , setup appears formulaic romantic interest back home give audience enough sympathy root reluctant soldier ' tribulation battlefield. Indeed , earlier segment film relatively unimpressive even somewhat contrived.<br / ><br / > "" Cold Mountain "" soon take drastic turn , though , intrepid hero Inman turn deserter ( incidentally saving audience potentially confusing scenario wanting root Confederates ) begin long odyssey homeward. Meanwhile , back farm , Ada ' cultured way prove little use field ; soon transformed something wilderbeast. Coming Ada ' rescue course , tough-as-nails Ruby Thewes , played Renée Zellweger , help Ada put farm back together , perhaps importantly , cope loneliness isolation war seems brought upon Ada.<br / ><br / >Within two setting , vivid , compelling , time , disturbing portrait war-torn South unfolds. character Inman Ada interact surprisingly complex , enhanced wonderful performance Brendan Gleeson Ruby ' deadbeat father , Ray Winstone unrepentant southern "" lawman , "" Natalie Portman deeply troubled isolated young mother. greatly affected changed "" war Northern aggression , "" mostly worse. dark , pervading anti-war message , accented effective , haunting score chillingly beautiful shot Virginia North Carolina , communicated audience much gruesome battle scene scarred land traumatized people war fought. Though weapon tactic war changed much past century , ' hellish effect land timelessly relevant.<br / ><br / >Director Anthony Minghella manages maintain gloomy mood film , atmosphere unfortunately denigrated rather tepid climax little justice wonderfully formed characters. love story Inman Ada awkwardly tacked onto beginning end film , though inherently distant , abstracted even absurd nature relationship way fit dismal nature rest plot.<br / ><br / >Make mistake , "" Cold Mountain "" neither trait feel-good romance inspiring war drama. unique vision era sure entertain also truly absorb audience life people torn apart war entirely desperate rid terrible repercussion altogether .",positive
"Taut organically gripping , Edward Dmytryk ' Crossfire distinctive suspense thriller , unlikely "" message "" movie using look device noir cycle.<br / ><br / >Bivouacked Washington , DC , company soldier cope restlessness hanging bars. Three end stranger ' apartment Robert Ryan , drunk belligerent , beat host ( Sam Levene ) death happens Jewish. Police detective Robert Young investigates help Robert Mitchum , ' assigned Ryan ' outfit. Suspicion fall second three ( George Cooper ) , vanished. Ryan slays third buddy ( Steve Brodie ) insure silence Young close in.<br / ><br / >Abetted superior script John Paxton , Dmytryk draw precise performance three starring Bobs. Ryan , naturally , prototypical Angry White Male ( hilt ) , Mitchum underplays characteristic alert nonchalance ( role , however , central ) ; Young may never better. Gloria Grahame give first fully-fledged rendition smart-mouthed , vulnerable tramp , , sad sack ' leeched life , Paul Kelly haunt u small , peripheral role make memorable.<br / ><br / >The politically engaged Dmytryk perhaps inevitably succumbs sermonizing , ' pretty much confined Young ' reminiscence Irish grandfather died hand bigot century earlier ( thus , incidentally , stretching chronology limit ) . least ' attempt render explanation , however glib , Ryan hate Jews ( hillbilly ... ) .<br / ><br / >Curiously , Crossfire survives even major change wrought upon -- novel ' based ( Richard Brooks ' Brick Foxhole ) dealt gay-bashing murder. homosexuality 1947 still Beyond Pale. News Holocaust , however , begun emerge ash Europe , Hollywood felt emboldened register protest anti-Semitism ( studio always quaked prospect offending potential ticket buyer ) .<br / ><br / >But change homophobia anti-Semitism work general , specific ' fit smoothly. victim ' chatting lonesome , drunk young soldier inviting back home look odd , even though ( especially since ) ' girlfriend tow. raise question whether scenario retained inadvertently left discreet tip-off original engine generating Ryan ' murderous rage .",positive
""" Ardh Satya "" one finest film ever made Indian Cinema. Directed great director Govind Nihalani , one successful Hard Hitting Parallel Cinema also turned Commercial Success. Even today , Ardh Satya inspiration leading director India.<br / ><br / >The film tell Real-life Scenario Mumbai Police 70s. Unlike Police city India , Mumbai Police encompasses Different system altogether. Govind Nihalani creates practical Outlay real life approach Mumbai Police Environment.<br / ><br / >Amongst various Police officer &amp; colleague , film describes story Anand Velankar , young hot-blooded Cop coming poor family. father harsh Police Constable. Anand suffers father ' ideology &amp; incidence father ' Atrocities mother. Anand ' approach towards immediate action crime , inert craving Job satisfaction. film revolved Plot wherein Anand ' constant effort crime trampled seniors.This lead frustration , cannot achieve desired Job-satisfaction. Resulting frustration , anger expressed excessive violence remand room &amp; bar , also turning alcoholic.<br / ><br / >The Spirit within still alive , constantly fight system. aware system Metro , Police &amp; Politicians inertly associated far end. compromise towards unethical practice negative. Finally get suspended.<br / ><br / >The Direction master piece &amp; thoroughly hard core. One best memorable scene Anand break Underworld gangster Rama Shetty ' house arrest , followed short conversation fantastic. many scene , film Hair-raising moments.<br / ><br / >The Practical approach Script major Punch. Alcoholism , Corruption , Political Influence , Courage , Deceptions integral part Mumbai police even today. aspect dealt brilliantly.<br / ><br / >Finally , film belongs One man show , Om Puri portraying Anand Velankar traversing emotion absolutely brilliantly .",positive
"first exposure Templarios &amp; good one. excited find title among offering Anchor Bay Video , brought u cult classic "" Spider Baby "" . print quality excellent , alone ' hide fact film deadly dull. ' thrilling opening sequence villager exact terrible revenge Templars ( &amp; set whole thing motion ) , everything else movie slow , ponderous & , ultimately , unfulfilling. Adding insult injury : movie dubbed , subtitled , promised video jacket .",negative
"One significant quote entire film pronounced halfway protagonist , mafia middle-man Titta Di Girolamo , physically non-descript , middle-aged man originally Salerno Southern Italy. ' introduced start film , ' living non-life elegant sterile hotel Italian-speaking Canton Switzerland last ten year , conducting business gradually introduced to. pivotal yet apparently unremarkable scene take place employee Swiss bank normally count Di Girolamo ' cash tell 10,000 dollar missing usual suitcase full tightly stacked banknotes. news , quietly icily threatens coaxing bank manager wanting close account. Meanwhile tell u , spectator , bluff , bluff right end without fear caught appearing ridiculous. say : ' bluff halfway , tell truth. eventually done - bluffed halfway told truth , accepted consequence life ultimately , love - exactly reason behind beginning Titta Di Girolamo ' troubles. <br / ><br / >This initially unsympathetic character , scowling , taciturn , curt man verge 50 , man ' even reply kind chambermaid waitress say hello goodbye , becomes one point someone spectator care deeply about. one point non-life , Titta decides feel concern appearing "" ridiculous "" . first half film may described "" slow "" some. indeed reveal Di Girolamo ' day night hotel oddly disjoined , deliberate pace , revealing seemingly mundane irrelevant details. However , scene may seemed unnecessary reveal essential masterfully constructed innovative film unfolds eyes. existence Titta Di Girolamo - man imagination , identity life , unsympathetic character unexpectedly end loving feeling least thought would - also conveyed elegantly edited sequence interesting use music ( one theme Scottish band Boards Canada especially stood ) . <br / ><br / >Never contrast way Hollywood Italy treat mobster odds since release film Le Conseguenze dell ' Amore L ' Imbalsamatore. Another interesting element way film made use protagonist ' insomnia. unlike Machinist ( far explicit way , Al Pacino film Insomnia ) , Le Conseguenze dell ' Amore us condition symbolise deeper emotional malaise ' rammed deep obscurity unconscious , ' almost impossible pin-point cause ( indeed one ) . <br / ><br / >The young sympathetic hotel waitress Sofia ( played Olivia Magnani , grand-daughter legendary Anna ) memory Titta ' best friend , man ' seen 20 year , unexpectedly provide tiny window onto life Titta eventually ( though tentatively first ) accepts look again. Though ' never explicitly spelt , spectator KNOWS man like Titta , accepting Consequences Love unimaginable consequences. film without single scene sex violence , film unfolds time concedes nothing spectator ' expectation , Le Conseguenze dell ' Amore fine representative small , quiet , discreet Renaissance taking place Italian cinema since decline Cinecittà second half 70s. world waiting Italy produce Il Postino-like fare , La Vita è Bella-style film ... neglecting explore fine creation like Le Conseguenze dell ' Amore , L ' Imbalsamatore others. loss , world .",positive
"watched film really expecting much , got pack 5 film , pretty terrible way fiver could expect ? know right , terrible , movie ( stretching ) interesting point , occasional camcorder view nice touch , drummer like drummer , i.e damned annoying , well thats actually , problem boring , assume attempt build tension , whole lot nothing happens utterly tedious ( thumb fast forward button , ready press movie , gave go ) seriously lead singer band great looking , coz ' half mention beautiful hell lot , thought looked bit like meercat , ' even mentioned killer , ' even gonna go , worth explaining. Anyway far ' concerned Star London reason watch exception London ( actually quite funny ) ' acting talent , ' certainly seen lot worse , ' also seen lot better. Best avoid unless bored watching paint dry .",negative
"bought film Blockbuster $ 3.00 , sounded interesting ( bit Ranma-esque , idea someone dragging around skeleton ) , cute girl mini-skirt back , Restricted Viewing sticker it. thought going sweet least sincere coming age story weird indie edge. 100 % wrong.<br / ><br / >Having watched , wonder got restricted sticker , since hardly foul language , little violence , closest thing nudity ( Honestly ! ' usually go around hoping ! ) girl nightgown see panty ( see panty lot movie , matter , ' wearing miniskirt sort ) . Even anti-religious humor tame ( lame , caricatured , insincere , derivative , unoriginal , worst funny slightest -- would better listen Ray Stevens ' "" Would Jesus Wear Rolex Television Show "" ) . would barely qualify PG-13 ( Rated ) , Blockbuster refuse let anyone age 17 rent -- pornographic. little kid could go rent edited version Requiem Dream , insist Zack Reba worse.<br / ><br / >It , way.<br / ><br / >In way , worry -- thing left could offend people idea suicide beginning. anybody need see movie honestly portrayed suicide ( one , better one like Virgin Suicides ) , ' teenagers. movie rated R purely suicide aspect , little chance turning story ' writing PG-13 movie ( main character eleven half twelve ) . Suicide one top three leading cause death teenager ( think ' number 2 ) , chance teen affected it.<br / ><br / >Just say movie , though. 2/10 .",negative
"plot death little children. Hopper one investigate killings. movie appears trouble daughter. end serial killer get caught. ' it. find dunnit , see terrible acting actors. unbelievable bad actor , including Hopper. could go like much waste time. ' watch movie. ' warned .",negative
"Ever watched movie lost plot ? Well , ' even really one begin with.<br / ><br / >Where begin ? achingly tedious scene heroine sitting around house actually sense menace even foreboding created even apparently constant thunderstorm ( strangely never actually heard house-great double glazing ) ? house apparently mile town yet several hour walk away( ? ) third girl serf purpose plot except provide surprisingly quick gory murder tedium becomes unbearable ? even beginning suggests spate 20+ killing throughout area even though apparent killer never venture far house ? bizarre ritual salt &amp; pepper pretty much sum film inherent lack direction.<br / ><br / >Add lead actress ' act least willing completely irrelevant nude shower scene video truly nasty , way hope.<br / ><br / >Given following simply banned UK 80 ' ( mostly final surprisingly extended murder ) offer nothing curiosity value- one classic ' daft ' murder ( ' worry-its telegraphed least ten minute ) .<br / ><br / >After walk wood victim come rather steep upward slope obviously struggle up. Halfway see figure top dressed black brandishing large scythe. ? Slide run like rest u ? , course not- struggle top stand conveniently nice upright front murder weapon.<br / ><br / >It really movie say ..",negative
"Okay , series kind take route ' go ! ' Week , week David Morse ' character help ride bit pickle - ' wrong ! ? David Morse one greatest character actor , certainly coolest , series created David Koepp - great writer - heaven ! ! <br / ><br / >Due lack love show many , ' see going season series - never know ? amount rubbish made beyond baffle - let ' hope something good make past first series ! ! !",positive
"sitting pile dung , husband wondered whether actually product experiment see whether computer program could produce movie. listless formulaic. U.S. propaganda thrown face throughout film prof -- disappointingly -- ' work humans. Call conspiracy theorist , quote like , "" steal Declaration Independence protect "" seem like way justify action like invasion Iraq , etc. fact Nicholas Cage spews line like , "" would never use Declaration Independence bargaining chip "" straight face made husband wonder whether entire cast took Valium shooting scene. "" reasoning "" behind plot turn new "" clue "" truly ridiculous impossible follow. ' also bonus side plot misogyny , Dr. Whatever-Her-Name-Was chided involved "" never shutting up. "" ' clearly movie look , felt need slap "" Dr. "" title character give gravity. one point , Cage ' character say , "" ' ever shut ? "" camera pan looking poutily hand , like ' child. Truly grotesque. benefit movie ' astonishingly bad , get laugh it. really scary thing majority people watching movie u seemed enjoy it. Creepy ....",negative
"clichés movie type substance. plot went nowhere end movie felt like sucker watching it. production good ; however , script acting B-movie quality. casting poor good actor mixed crumby actors. good actor ' hold lift others. <br / ><br / >This movie worthy word , say meet minimum requirement ten lines. James Wood Cuba Gooding , Jr. play caricature movies. <br / ><br / >If looking mindless entertainment , still ' recommend movie .",negative
"movie based book , "" Many Splendored Thing "" Han Suyin tackle issue race relation Asians Whites , topic come Han ' personal experience Eurasian growing China. background , beautiful Hong Kong setting , give love story unique rather daring atmosphere time.<br / ><br / >Other , story stereotypical romance memorable song perhaps remembered movie itself. beautiful Jennifer Jones look part give wonderful , Oscar nominated performance doctor mixed breed advent Communism mainland China. William Holden never looked better playing romantic lead journalist covering war torn region world. acting top notch , chemistry two lover provides genuine moment silver screen affection sure melt heart romantically inclined.<br / ><br / >The cinematography really brings fifty ' Hong Kong , especially hilltop overlooking harbor two lover spend intimate moments. ending real tear-jerker. may consider sentimental romance passé , , enjoy classic Hollywood love story , shining example .",positive
